    0.10000E-03    0.42861E+03
    0.10202E-03    0.43692E+03
    0.10408E-03    0.44538E+03
    0.10618E-03    0.45401E+03
    0.10833E-03    0.46281E+03
    0.11052E-03    0.47178E+03
    0.11275E-03    0.48092E+03
    0.11503E-03    0.49023E+03
    0.11735E-03    0.49973E+03
    0.11972E-03    0.50941E+03
    0.12214E-03    0.51928E+03
    0.12461E-03    0.52934E+03
    0.12712E-03    0.53960E+03
    0.12969E-03    0.55005E+03
    0.13231E-03    0.56070E+03
    0.13499E-03    0.57156E+03
    0.13771E-03    0.58263E+03
    0.14049E-03    0.59392E+03
    0.14333E-03    0.60542E+03
    0.14623E-03    0.61715E+03
    0.14918E-03    0.62910E+03
    0.15220E-03    0.64128E+03
    0.15527E-03    0.65370E+03
    0.15841E-03    0.66636E+03
    0.16161E-03    0.67926E+03
    0.16487E-03    0.69241E+03
    0.16820E-03    0.70582E+03
    0.17160E-03    0.71948E+03
    0.17507E-03    0.73341E+03
    0.17860E-03    0.74761E+03
    0.18221E-03    0.76208E+03
    0.18589E-03    0.77683E+03
    0.18965E-03    0.79187E+03
    0.19348E-03    0.80719E+03
    0.19739E-03    0.82281E+03
    0.20138E-03    0.83874E+03
    0.20544E-03    0.85497E+03
    0.20959E-03    0.87151E+03
    0.21383E-03    0.88837E+03
    0.21815E-03    0.90555E+03
    0.22255E-03    0.92307E+03
    0.22705E-03    0.94092E+03
    0.23164E-03    0.95912E+03
    0.23632E-03    0.97767E+03
    0.24109E-03    0.99657E+03
    0.24596E-03    0.10158E+04
    0.25093E-03    0.10355E+04
    0.25600E-03    0.10555E+04
    0.26117E-03    0.10759E+04
    0.26645E-03    0.10967E+04
    0.27183E-03    0.11179E+04
    0.27732E-03    0.11395E+04
    0.28292E-03    0.11615E+04
    0.28864E-03    0.11839E+04
    0.29447E-03    0.12068E+04
    0.30042E-03    0.12301E+04
    0.30649E-03    0.12538E+04
    0.31268E-03    0.12781E+04
    0.31899E-03    0.13027E+04
    0.32544E-03    0.13279E+04
    0.33201E-03    0.13535E+04
    0.33872E-03    0.13796E+04
    0.34556E-03    0.14062E+04
    0.35254E-03    0.14333E+04
    0.35966E-03    0.14610E+04
    0.36693E-03    0.14891E+04
    0.37434E-03    0.15178E+04
    0.38190E-03    0.15471E+04
    0.38962E-03    0.15769E+04
    0.39749E-03    0.16072E+04
    0.40552E-03    0.16382E+04
    0.41371E-03    0.16697E+04
    0.42207E-03    0.17018E+04
    0.43060E-03    0.17346E+04
    0.43929E-03    0.17679E+04
    0.44817E-03    0.18019E+04
    0.45722E-03    0.18366E+04
    0.46646E-03    0.18719E+04
    0.47588E-03    0.19078E+04
    0.48550E-03    0.19444E+04
    0.49530E-03    0.19818E+04
    0.50531E-03    0.20198E+04
    0.51552E-03    0.20585E+04
    0.52593E-03    0.20980E+04
    0.53656E-03    0.21382E+04
    0.54739E-03    0.21792E+04
    0.55845E-03    0.22209E+04
    0.56973E-03    0.22634E+04
    0.58124E-03    0.23068E+04
    0.59299E-03    0.23509E+04
    0.60496E-03    0.23958E+04
    0.61719E-03    0.24416E+04
    0.62965E-03    0.24882E+04
    0.64237E-03    0.25357E+04
    0.65535E-03    0.25841E+04
    0.66859E-03    0.26334E+04
    0.68210E-03    0.26836E+04
    0.69588E-03    0.27347E+04
    0.70993E-03    0.27867E+04
    0.72427E-03    0.28397E+04
    0.73891E-03    0.28937E+04
    0.75383E-03    0.29487E+04
    0.76906E-03    0.30047E+04
    0.78460E-03    0.30617E+04
    0.80045E-03    0.31197E+04
    0.81662E-03    0.31788E+04
    0.83311E-03    0.32390E+04
    0.84994E-03    0.33003E+04
    0.86711E-03    0.33627E+04
    0.88463E-03    0.34262E+04
    0.90250E-03    0.34908E+04
    0.92073E-03    0.35567E+04
    0.93933E-03    0.36237E+04
    0.95831E-03    0.36919E+04
    0.97767E-03    0.37613E+04
    0.99742E-03    0.38319E+04
    0.10176E-02    0.39039E+04
    0.10381E-02    0.39771E+04
    0.10591E-02    0.40516E+04
    0.10805E-02    0.41274E+04
    0.11023E-02    0.42045E+04
    0.11246E-02    0.42830E+04
    0.11473E-02    0.43629E+04
    0.11705E-02    0.44441E+04
    0.11941E-02    0.45268E+04
    0.12182E-02    0.46109E+04
    0.12429E-02    0.46965E+04
    0.12680E-02    0.47835E+04
    0.12936E-02    0.48721E+04
    0.13197E-02    0.49621E+04
    0.13464E-02    0.50537E+04
    0.13736E-02    0.51468E+04
    0.14013E-02    0.52415E+04
    0.14296E-02    0.53378E+04
    0.14585E-02    0.54357E+04
    0.14880E-02    0.55353E+04
    0.15180E-02    0.56365E+04
    0.15487E-02    0.57394E+04
    0.15800E-02    0.58439E+04
    0.16119E-02    0.59502E+04
    0.16445E-02    0.60582E+04
    0.16777E-02    0.61680E+04
    0.17116E-02    0.62795E+04
    0.17462E-02    0.63929E+04
    0.17814E-02    0.65080E+04
    0.18174E-02    0.66250E+04
    0.18541E-02    0.67438E+04
    0.18916E-02    0.68644E+04
    0.19298E-02    0.69870E+04
    0.19688E-02    0.71115E+04
    0.20086E-02    0.72378E+04
    0.20491E-02    0.73661E+04
    0.20905E-02    0.74964E+04
    0.21328E-02    0.76285E+04
    0.21758E-02    0.77627E+04
    0.22198E-02    0.78989E+04
    0.22646E-02    0.80371E+04
    0.23104E-02    0.81772E+04
    0.23571E-02    0.83194E+04
    0.24047E-02    0.84637E+04
    0.24533E-02    0.86100E+04
    0.25028E-02    0.87583E+04
    0.25534E-02    0.89087E+04
    0.26050E-02    0.90612E+04
    0.26576E-02    0.92158E+04
    0.27113E-02    0.93724E+04
    0.27660E-02    0.95312E+04
    0.28219E-02    0.96920E+04
    0.28789E-02    0.98549E+04
    0.29371E-02    0.10020E+05
    0.29964E-02    0.10187E+05
    0.30569E-02    0.10356E+05
    0.31187E-02    0.10528E+05
    0.31817E-02    0.10701E+05
    0.32460E-02    0.10877E+05
    0.33115E-02    0.11054E+05
    0.33784E-02    0.11234E+05
    0.34467E-02    0.11415E+05
    0.35163E-02    0.11599E+05
    0.35874E-02    0.11785E+05
    0.36598E-02    0.11972E+05
    0.37338E-02    0.12162E+05
    0.38092E-02    0.12354E+05
    0.38861E-02    0.12548E+05
    0.39646E-02    0.12743E+05
    0.40447E-02    0.12940E+05
    0.41264E-02    0.13140E+05
    0.42098E-02    0.13341E+05
    0.42948E-02    0.13544E+05
    0.43816E-02    0.13748E+05
    0.44701E-02    0.13955E+05
    0.45604E-02    0.14163E+05
    0.46525E-02    0.14372E+05
    0.47465E-02    0.14583E+05
    0.48424E-02    0.14796E+05
    0.49402E-02    0.15010E+05
    0.50400E-02    0.15226E+05
    0.51419E-02    0.15443E+05
    0.52457E-02    0.15661E+05
    0.53517E-02    0.15880E+05
    0.54598E-02    0.16101E+05
    0.55701E-02    0.16322E+05
    0.56826E-02    0.16544E+05
    0.57974E-02    0.16768E+05
    0.59145E-02    0.16992E+05
    0.60340E-02    0.17216E+05
    0.61559E-02    0.17441E+05
    0.62803E-02    0.17667E+05
    0.64072E-02    0.17893E+05
    0.65366E-02    0.18119E+05
    0.66686E-02    0.18345E+05
    0.68033E-02    0.18571E+05
    0.69408E-02    0.18797E+05
    0.70810E-02    0.19023E+05
    0.72240E-02    0.19249E+05
    0.73700E-02    0.19473E+05
    0.75189E-02    0.19698E+05
    0.76708E-02    0.19921E+05
    0.78257E-02    0.20143E+05
    0.79838E-02    0.20364E+05
    0.81451E-02    0.20584E+05
    0.83096E-02    0.20802E+05
    0.84775E-02    0.21018E+05
    0.86488E-02    0.21233E+05
    0.88235E-02    0.21445E+05
    0.90017E-02    0.21654E+05
    0.91836E-02    0.21861E+05
    0.93691E-02    0.22065E+05
    0.95583E-02    0.22265E+05
    0.97514E-02    0.22462E+05
    0.99484E-02    0.22656E+05
    0.10149E-01    0.22845E+05
    0.10354E-01    0.23030E+05
    0.10564E-01    0.23211E+05
    0.10777E-01    0.23387E+05
    0.10995E-01    0.23558E+05
    0.11217E-01    0.23725E+05
    0.11443E-01    0.23886E+05
    0.11675E-01    0.24041E+05
    0.11910E-01    0.24191E+05
    0.12151E-01    0.24334E+05
    0.12397E-01    0.24471E+05
    0.12647E-01    0.24601E+05
    0.12902E-01    0.24723E+05
    0.13163E-01    0.24838E+05
    0.13429E-01    0.24945E+05
    0.13700E-01    0.25043E+05
    0.13977E-01    0.25132E+05
    0.14259E-01    0.25212E+05
    0.14547E-01    0.25282E+05
    0.14841E-01    0.25343E+05
