    0.10000E-03    0.54054E+03
    0.10202E-03    0.55101E+03
    0.10408E-03    0.56169E+03
    0.10618E-03    0.57257E+03
    0.10833E-03    0.58366E+03
    0.11052E-03    0.59497E+03
    0.11275E-03    0.60649E+03
    0.11503E-03    0.61824E+03
    0.11735E-03    0.63022E+03
    0.11972E-03    0.64242E+03
    0.12214E-03    0.65487E+03
    0.12461E-03    0.66755E+03
    0.12712E-03    0.68048E+03
    0.12969E-03    0.69366E+03
    0.13231E-03    0.70709E+03
    0.13499E-03    0.72078E+03
    0.13771E-03    0.73474E+03
    0.14049E-03    0.74897E+03
    0.14333E-03    0.76347E+03
    0.14623E-03    0.77825E+03
    0.14918E-03    0.79332E+03
    0.15220E-03    0.80867E+03
    0.15527E-03    0.82433E+03
    0.15841E-03    0.84029E+03
    0.16161E-03    0.85655E+03
    0.16487E-03    0.87313E+03
    0.16820E-03    0.89003E+03
    0.17160E-03    0.90725E+03
    0.17507E-03    0.92481E+03
    0.17860E-03    0.94270E+03
    0.18221E-03    0.96094E+03
    0.18589E-03    0.97953E+03
    0.18965E-03    0.99848E+03
    0.19348E-03    0.10178E+04
    0.19739E-03    0.10375E+04
    0.20138E-03    0.10575E+04
    0.20544E-03    0.10780E+04
    0.20959E-03    0.10988E+04
    0.21383E-03    0.11201E+04
    0.21815E-03    0.11417E+04
    0.22255E-03    0.11638E+04
    0.22705E-03    0.11863E+04
    0.23164E-03    0.12092E+04
    0.23632E-03    0.12326E+04
    0.24109E-03    0.12564E+04
    0.24596E-03    0.12807E+04
    0.25093E-03    0.13054E+04
    0.25600E-03    0.13306E+04
    0.26117E-03    0.13563E+04
    0.26645E-03    0.13825E+04
    0.27183E-03    0.14092E+04
    0.27732E-03    0.14364E+04
    0.28292E-03    0.14641E+04
    0.28864E-03    0.14924E+04
    0.29447E-03    0.15212E+04
    0.30042E-03    0.15505E+04
    0.30649E-03    0.15804E+04
    0.31268E-03    0.16109E+04
    0.31899E-03    0.16419E+04
    0.32544E-03    0.16736E+04
    0.33201E-03    0.17058E+04
    0.33872E-03    0.17387E+04
    0.34556E-03    0.17722E+04
    0.35254E-03    0.18063E+04
    0.35966E-03    0.18410E+04
    0.36693E-03    0.18765E+04
    0.37434E-03    0.19126E+04
    0.38190E-03    0.19494E+04
    0.38962E-03    0.19868E+04
    0.39749E-03    0.20250E+04
    0.40552E-03    0.20639E+04
    0.41371E-03    0.21036E+04
    0.42207E-03    0.21440E+04
    0.43060E-03    0.21851E+04
    0.43929E-03    0.22271E+04
    0.44817E-03    0.22698E+04
    0.45722E-03    0.23133E+04
    0.46646E-03    0.23576E+04
    0.47588E-03    0.24028E+04
    0.48550E-03    0.24488E+04
    0.49530E-03    0.24957E+04
    0.50531E-03    0.25434E+04
    0.51552E-03    0.25921E+04
    0.52593E-03    0.26416E+04
    0.53656E-03    0.26921E+04
    0.54739E-03    0.27435E+04
    0.55845E-03    0.27958E+04
    0.56973E-03    0.28492E+04
    0.58124E-03    0.29035E+04
    0.59299E-03    0.29588E+04
    0.60496E-03    0.30151E+04
    0.61719E-03    0.30725E+04
